t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1480497117,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007054,0.021080,0.127526,0.172142,calls/second,milliseconds
1480497118,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007004,0.021080,0.127526,0.172142,calls/second,milliseconds
1480497119,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006955,0.021080,0.127526,0.172142,calls/second,milliseconds
1480497120,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006907,0.021080,0.127526,0.172142,calls/second,milliseconds
1480497121,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006860,0.019394,0.125418,0.171188,calls/second,milliseconds
1480497122,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006813,0.019394,0.125418,0.171188,calls/second,milliseconds
1480497123,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006767,0.019394,0.125418,0.171188,calls/second,milliseconds
1480497124,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006722,0.019394,0.125418,0.171188,calls/second,milliseconds
1480497125,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006677,0.019394,0.125418,0.171188,calls/second,milliseconds
1480497126,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006632,0.017844,0.123345,0.170239,calls/second,milliseconds
1480497127,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006589,0.017844,0.123345,0.170239,calls/second,milliseconds
1480497128,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006546,0.017844,0.123345,0.170239,calls/second,milliseconds
1480497129,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006503,0.017844,0.123345,0.170239,calls/second,milliseconds
1480497130,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.006461,0.017844,0.123345,0.170239,calls/second,milliseconds
